id,time_zone,quality_grade,license,url,sound_url,latitude,longitude,private_latitude,private_longitude,coordinates_obscured,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
38309994,Central Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/38309994,,25.7142020062,-100.4211093903,,,false,Camp's Frog,Eleutherodactylus campi,Rana Chirriadora Mexicana,Amphibia,1146656
41017810,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/41017810,,25.5372017714,-100.2751951544,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
41267840,UTC,research,,https://www.inaturalist.org/observations/41267840,,25.5486781214,-100.2709387243,,,false,Small-eared Tree Frog,Rheohyla miotympanum,Calates,Amphibia,554652
44864584,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/44864584,,25.59862833,-100.25479167,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
46387238,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/46387238,,25.67684667,-100.284155,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
47073186,Mexico City,research,CC-BY-NC,https://www.inaturalist.org/observations/47073186,,25.6961700608,-100.3054287604,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
47582564,UTC,research,,https://www.inaturalist.org/observations/47582564,,25.5857878007,-100.2514269852,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
50238082,UTC,research,,https://www.inaturalist.org/observations/50238082,,25.6765368995,-100.2823186666,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
50928384,Hawaii,research,CC-BY-NC,https://www.inaturalist.org/observations/50928384,,25.618853,-100.295955,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
51060977,UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51060977,,25.649701,-100.269452,,,false,Rio Grande Chirping Frog,Eleutherodactylus campi,Rana Chirriadora Mexicana,Amphibia,1146656
51807585,UTC,research,,https://www.inaturalist.org/observations/51807585,,25.4733559845,-100.2527922715,,,true,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
53056685,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/53056685,,25.5413761139,-100.2380371092,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
53399864,Monterrey,research,,https://www.inaturalist.org/observations/53399864,,25.6773659722,-100.284458,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
54218346,UTC,research,,https://www.inaturalist.org/observations/54218346,,25.6130439405,-100.2791932225,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
55117970,UTC,research,,https://www.inaturalist.org/observations/55117970,,25.5136626146,-100.2318470665,,,true,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
56908285,UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56908285,,25.6185861111,-100.3019333333,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
59021451,UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/59021451,,25.6508809722,-100.268995,,,false,Camp's Frog,Eleutherodactylus campi,Rana Chirriadora Mexicana,Amphibia,1146656
59377967,UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/59377967,,25.5778800021,-100.25778833,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
60475045,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/60475045,,25.5486357647,-100.2707767172,,,false,Rana leopardo,Lithobates berlandieri,Rana leopardo,Amphibia,65975
60539517,UTC,research,,https://www.inaturalist.org/observations/60539517,,25.7437877003,-100.3958914429,,,false,Camp's Frog,Eleutherodactylus campi,Rana Chirriadora Mexicana,Amphibia,1146656
61641012,UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61641012,,25.5614249722,-100.278456,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
61735662,Hawaii,research,CC-BY-NC,https://www.inaturalist.org/observations/61735662,,25.619688426,-100.3005239551,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
61736796,Hawaii,research,CC-BY-NC,https://www.inaturalist.org/observations/61736796,,25.6199317179,-100.3002985657,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
63242235,UTC,research,,https://www.inaturalist.org/observations/63242235,,25.57128667,-100.31326333,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
63267176,UTC,research,,https://www.inaturalist.org/observations/63267176,,25.55361167,-100.288825,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
63338234,Amsterdam,research,,https://www.inaturalist.org/observations/63338234,,25.5921338812,-100.2523406222,,,false,Small-eared Tree Frog,Rheohyla miotympanum,Calates,Amphibia,554652
63380230,Europe/London,research,,https://www.inaturalist.org/observations/63380230,,25.7425362123,-100.3967021406,,,false,Camp's Frog,Eleutherodactylus campi,Rana Chirriadora Mexicana,Amphibia,1146656
63381354,Amsterdam,research,,https://www.inaturalist.org/observations/63381354,,25.5499265017,-100.2703757957,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
63432979,Central Time (US & Canada),research,,https://www.inaturalist.org/observations/63432979,,25.5435253674,-100.2719065214,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
70861880,America/Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/70861880,,25.5796548679,-100.2631965237,,,false,Eleutherodactylus campi,Eleutherodactylus campi,Rana Chirriadora Mexicana,Amphibia,1146656
70861917,America/Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/70861917,,25.5796548679,-100.2631965237,,,false,Couch's Spadefoot,Scaphiopus couchii,sapo cavador,Amphibia,26691
71377039,UTC,research,,https://www.inaturalist.org/observations/71377039,,25.567423329,-100.2671346813,,,false,Small-eared Tree Frog,Rheohyla miotympanum,Calates,Amphibia,554652
71377102,UTC,research,,https://www.inaturalist.org/observations/71377102,,25.5686152597,-100.2669814602,,,false,Small-eared Tree Frog,Rheohyla miotympanum,Calates,Amphibia,554652
71392118,UTC,research,,https://www.inaturalist.org/observations/71392118,,25.576811104,-100.2629174657,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
76641993,Hawaii,research,CC-BY-NC,https://www.inaturalist.org/observations/76641993,,25.620692107,-100.2999284628,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
77260346,Mexico City,research,,https://www.inaturalist.org/observations/77260346,,25.6786073444,-100.284201242,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
78169219,Pacific Time (US & Canada),research,CC-BY-NC,https://www.inaturalist.org/observations/78169219,,25.5765633333,-100.30777,,,false,Rio Grande Leopard Frog,Lithobates berlandieri,Rana leopardo,Amphibia,65975
78478778,Hawaii,research,CC-BY-NC,https://www.inaturalist.org/observations/78478778,,25.6201155237,-100.300148362,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
79597984,UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79597984,,25.5274898673,-100.2052075563,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
79602930,UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79602930,,25.5274366667,-100.2052616667,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
79879435,Mexico City,research,CC-BY-NC,https://www.inaturalist.org/observations/79879435,,25.5653663813,-100.2768144384,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
80904159,Guadalajara,research,CC-BY-NC,https://www.inaturalist.org/observations/80904159,,25.5268583333,-100.2816,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
84764306,Central Time (US & Canada),research,CC-BY-NC-SA,https://www.inaturalist.org/observations/84764306,,25.6444416667,-100.2862166667,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
85557207,Central Time (US & Canada),research,CC-BY-NC-ND,https://www.inaturalist.org/observations/85557207,,25.5491256666,-100.2711327269,,,false,Small-eared Tree Frog,Rheohyla miotympanum,Calates,Amphibia,554652
87700913,Mexico City,research,CC-BY-NC,https://www.inaturalist.org/observations/87700913,,25.535908928,-100.2191563323,,,false,rana arborícola mexicana,Smilisca baudinii,Rana arborícola mexicana,Amphibia,24277
91341955,Mexico City,research,CC-BY-NC,https://www.inaturalist.org/observations/91341955,,25.550071999,-100.2701283619,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
91342136,Mexico City,research,CC-BY-NC,https://www.inaturalist.org/observations/91342136,,25.5500946857,-100.2701169625,,,false,Rana Chirriante Mexicana,Eleutherodactylus campi,Rana Chirriadora Mexicana,Amphibia,1146656
92380737,Monterrey,research,,https://www.inaturalist.org/observations/92380737,,25.5500995255,-100.2703942358,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
92523300,Mexico City,research,,https://www.inaturalist.org/observations/92523300,,25.5501777778,-100.2695194444,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
95616194,UTC,research,,https://www.inaturalist.org/observations/95616194,,25.6483672647,-100.2833822947,,,false,rana arborícola mexicana,Smilisca baudinii,Rana arborícola mexicana,Amphibia,24277
96259952,UTC,research,,https://www.inaturalist.org/observations/96259952,,25.4977105903,-100.2432154196,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
96488013,UTC,research,,https://www.inaturalist.org/observations/96488013,,25.4979108232,-100.243825482,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
97010824,Monterrey,research,,https://www.inaturalist.org/observations/97010824,,25.6657266667,-100.3251133333,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
97168051,UTC,research,,https://www.inaturalist.org/observations/97168051,,25.5767074789,-100.261484677,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
98037431,Mexico City,research,CC-BY-NC,https://www.inaturalist.org/observations/98037431,,25.7530959722,-100.400171,,,false,Rana leopardo,Lithobates berlandieri,Rana leopardo,Amphibia,65975
98170137,UTC,research,,https://www.inaturalist.org/observations/98170137,,25.6634079907,-100.3135376984,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
98170138,Monterrey,research,,https://www.inaturalist.org/observations/98170138,,25.6634066024,-100.3134612659,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
99846839,Central Time (US & Canada),research,CC-BY-NC-ND,https://www.inaturalist.org/observations/99846839,,25.5487933331,-100.27086,,,false,Small-eared Tree Frog,Rheohyla miotympanum,Calates,Amphibia,554652
100021716,Mexico City,research,CC-BY-NC,https://www.inaturalist.org/observations/100021716,,25.5500063589,-100.2700924873,,,false,Rana leopardo,Lithobates berlandieri,Rana leopardo,Amphibia,65975
100021772,Mexico City,research,CC-BY-NC,https://www.inaturalist.org/observations/100021772,,25.5500242058,-100.2700814232,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
106456721,Guadalajara,research,CC-BY,https://www.inaturalist.org/observations/106456721,,25.5385855073,-100.2740690566,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
106472648,Guadalajara,research,CC-BY,https://www.inaturalist.org/observations/106472648,,25.5916685051,-100.2640936208,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
109561045,UTC,research,,https://www.inaturalist.org/observations/109561045,,25.6182466667,-100.290345,,,false,rana arborícola mexicana,Smilisca baudinii,Rana arborícola mexicana,Amphibia,24277
109989196,Monterrey,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/109989196,,25.5474605558,-100.2705307006,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
110288485,Mexico City,research,,https://www.inaturalist.org/observations/110288485,,25.7433398358,-100.3947954252,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
115583432,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/115583432,,25.5722287849,-100.2593334764,,,false,Sapo gigante,Rhinella horribilis,Sapo gigante,Amphibia,517119
116315236,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/116315236,,25.6182157867,-100.2979841083,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
118430660,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/118430660,,25.6748728877,-100.2861522762,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
119549855,Monterrey,research,,https://www.inaturalist.org/observations/119549855,,25.5438365833,-100.2318801667,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
119826786,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/119826786,,25.6089370202,-100.2672178298,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
120751035,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/120751035,,25.7542143418,-100.4038391635,,,false,Rana leopardo,Lithobates berlandieri,Rana leopardo,Amphibia,65975
122116601,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/122116601,,25.52768,-100.2815166667,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
125371682,Monterrey,research,,https://www.inaturalist.org/observations/125371682,,25.5609783333,-100.27883,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
127330284,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/127330284,,25.6760967944,-100.2869168056,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
129321088,Monterrey,research,,https://www.inaturalist.org/observations/129321088,,25.5607236835,-100.2546418443,,,false,rana arborícola mexicana,Smilisca baudinii,Rana arborícola mexicana,Amphibia,24277
129717424,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/129717424,,25.5217906114,-100.2309101725,,,false,rana arborícola mexicana,Smilisca baudinii,Rana arborícola mexicana,Amphibia,24277
131638630,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/131638630,,25.5499265017,-100.2703757957,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
131789664,Monterrey,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/131789664,,25.6532268522,-100.2720336914,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
131827337,Monterrey,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/131827337,,25.6400962972,-100.3145341972,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
132599810,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/132599810,,25.6759386031,-100.2831685916,,,false,Rana leopardo,Lithobates berlandieri,Rana leopardo,Amphibia,65975
132900459,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/132900459,,25.6224897238,-100.2766746173,,,false,Rana arborícola de montaña,Hyla eximia,Rana arborícola de montaña,Amphibia,65551
132911091,Monterrey,research,,https://www.inaturalist.org/observations/132911091,https://static.inaturalist.org/sounds/528588.wav?1661832404,25.6124622563,-100.282093361,,,false,Rio Grande Chirping Frog,Eleutherodactylus campi,Rana Chirriadora Mexicana,Amphibia,1146656
132911178,Monterrey,research,"",https://www.inaturalist.org/observations/132911178,https://static.inaturalist.org/sounds/528589.wav?1661832456,25.6128806823,-100.2901798859,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
133134886,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/133134886,,25.549217767,-100.2708220482,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
135062291,Monterrey,research,,https://www.inaturalist.org/observations/135062291,,25.639416897,-100.3053504601,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
135263738,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/135263738,,25.5494016815,-100.2706929669,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
135621057,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/135621057,,25.5959527778,-100.2621305556,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
136424419,Monterrey,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/136424419,,25.5475766664,-100.2708816667,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
136424433,Monterrey,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/136424433,,25.5486266667,-100.2707716667,,,false,Rana leopardo,Lithobates berlandieri,Rana leopardo,Amphibia,65975
136525902,Monterrey,research,,https://www.inaturalist.org/observations/136525902,,25.7431498779,-100.3949074075,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
136995853,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/136995853,,25.5486941535,-100.270819366,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
138241463,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/138241463,,25.5518612084,-100.226066038,,,false,Mexican Smilisca,Smilisca baudinii,Rana arborícola mexicana,Amphibia,24277
139592379,Monterrey,research,CC-BY,https://www.inaturalist.org/observations/139592379,,25.5422514444,-100.2716080833,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
139592380,Monterrey,research,CC-BY,https://www.inaturalist.org/observations/139592380,,25.542186,-100.2714863889,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
141654562,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/141654562,,25.6410713194,-100.294036865,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
141698095,Monterrey,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/141698095,,25.6420523006,-100.3067227453,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
143744655,Monterrey,research,,https://www.inaturalist.org/observations/143744655,,25.5462524091,-100.2711207792,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
143745650,Monterrey,research,,https://www.inaturalist.org/observations/143745650,,25.5492667705,-100.2694034949,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
143819695,Monterrey,research,,https://www.inaturalist.org/observations/143819695,,25.5499265017,-100.2703757957,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
146504182,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/146504182,,25.5486034058,-100.2707519755,,,false,Rana leopardo,Lithobates berlandieri,Rana leopardo,Amphibia,65975
147490071,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/147490071,,25.5498944379,-100.2704391629,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
148405530,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/148405530,,25.5480676899,-100.2710416541,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
148478588,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/148478588,,25.5486049182,-100.270790197,,,false,Rana leopardo,Lithobates berlandieri,Rana leopardo,Amphibia,65975
149771417,Monterrey,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/149771417,,25.6418890819,-100.2939856052,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
150087004,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/150087004,,25.5440883421,-100.27102,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
150096641,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/150096641,,25.5423827835,-100.2724310383,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
153655380,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/153655380,,25.5872008,-100.2503738,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
154289661,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/154289661,,25.5467442709,-100.2704938129,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
154302338,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/154302338,,25.5261657806,-100.2807319306,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
154633911,Monterrey,research,CC-BY-SA,https://www.inaturalist.org/observations/154633911,,25.6159381099,-100.2687024325,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
155832602,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/155832602,,25.6424611111,-100.2821583333,,,false,Sapo gigante,Rhinella horribilis,Sapo gigante,Amphibia,517119
157315586,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/157315586,,25.5494413077,-100.2695661038,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
159900970,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/159900970,,25.5485628717,-100.2707912028,,,false,Rana leopardo,Lithobates berlandieri,Rana leopardo,Amphibia,65975
162314946,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/162314946,,25.6478555556,-100.2792805556,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
163246069,Monterrey,research,CC0,https://www.inaturalist.org/observations/163246069,,25.7416883333,-100.325155,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
164778664,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/164778664,,25.49262,-100.2503666667,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
166942153,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/166942153,,25.6476898193,-100.2805175781,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
167297016,Monterrey,research,,https://www.inaturalist.org/observations/167297016,,25.6620524751,-100.3311259442,,,false,Rana Chirriadora Mexicana,Eleutherodactylus campi,Rana Chirriadora Mexicana,Amphibia,1146656
168070789,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/168070789,,25.5543902548,-100.2203344926,,,false,Sapo gigante,Rhinella horribilis,Sapo gigante,Amphibia,517119
169605170,Monterrey,research,,https://www.inaturalist.org/observations/169605170,,25.6619106824,-100.3313300555,,,false,Rana Chirriadora Mexicana,Eleutherodactylus campi,Rana Chirriadora Mexicana,Amphibia,1146656
170401229,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/170401229,,25.6502234722,-100.2784189,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
170908460,Monterrey,research,,https://www.inaturalist.org/observations/170908460,,25.5392027726,-100.2146368101,,,false,Rana arborícola mexicana,Smilisca baudinii,Rana arborícola mexicana,Amphibia,24277
170944579,Monterrey,research,,https://www.inaturalist.org/observations/170944579,,25.7428813996,-100.3950351477,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
171150513,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/171150513,,25.6055332245,-100.2614668384,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
171332207,Monterrey,research,CC0,https://www.inaturalist.org/observations/171332207,,25.6066194444,-100.2933777778,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
172443619,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/172443619,,25.5324694844,-100.2786785008,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
177613714,Monterrey,research,CC-BY,https://www.inaturalist.org/observations/177613714,,25.6442390847,-100.299126905,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
177888914,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/177888914,,25.5433969531,-100.271889813,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
182383395,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/182383395,,25.5483108949,-100.2707191184,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
184388296,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/184388296,,25.5494954536,-100.2709326893,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
184775935,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/184775935,,25.60708,-100.2623583333,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
186053760,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/186053760,,25.5485607543,-100.2707858384,,,false,Rana leopardo,Lithobates berlandieri,Rana leopardo,Amphibia,65975
187335090,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/187335090,,25.6501651833,-100.2782903639,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
189058636,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/189058636,,25.5479046455,-100.2708669752,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
189059354,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/189059354,,25.5486454522,-100.2708129957,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
191726882,Monterrey,research,,https://www.inaturalist.org/observations/191726882,,25.58212445,-100.2594361,,,false,Small-eared Tree Frog,Rheohyla miotympanum,Calates,Amphibia,554652
192160917,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/192160917,,25.5944304565,-100.2633024752,,,false,Sapo nebuloso,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
197396463,Monterrey,research,,https://www.inaturalist.org/observations/197396463,,25.5484083709,-100.2728407149,,,false,Small-eared Tree Frog,Rheohyla miotympanum,Calates,Amphibia,554652
198518539,Monterrey,research,,https://www.inaturalist.org/observations/198518539,,25.5424895997,-100.2714598997,,,false,Small-eared Tree Frog,Rheohyla miotympanum,Calates,Amphibia,554652
198607178,Monterrey,research,CC-BY,https://www.inaturalist.org/observations/198607178,,25.5557619853,-100.2656624839,,,false,Small-eared Tree Frog,Rheohyla miotympanum,Calates,Amphibia,554652
198742743,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/198742743,,25.548677214,-100.270832777,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
198952228,Monterrey,research,,https://www.inaturalist.org/observations/198952228,,25.5436333333,-100.2711633333,,,false,Small-eared Tree Frog,Rheohyla miotympanum,Calates,Amphibia,554652
199028542,Monterrey,research,,https://www.inaturalist.org/observations/199028542,,25.5436383333,-100.2710716667,,,false,Small-eared Tree Frog,Rheohyla miotympanum,Calates,Amphibia,554652
199482169,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/199482169,,25.5486660217,-100.2708294243,,,false,Rana leopardo,Lithobates berlandieri,Rana leopardo,Amphibia,65975
199482736,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/199482736,,25.5474318456,-100.2707207948,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
201652747,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/201652747,,25.547245,-100.21672,,,false,Sapo gigante,Rhinella horribilis,Sapo gigante,Amphibia,517119
202024099,Monterrey,research,,https://www.inaturalist.org/observations/202024099,,25.5921338812,-100.2523406222,,,false,Calates,Rheohyla miotympanum,Calates,Amphibia,554652
203878572,Monterrey,research,CC-BY,https://www.inaturalist.org/observations/203878572,,25.6628416667,-100.310555,,,false,Gulf Coast Toad,Incilius nebulifer,Sapo nebuloso,Amphibia,65849
