id,time_zone,quality_grade,license,url,sound_url,latitude,longitude,private_latitude,private_longitude,coordinates_obscured,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
268134058,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/268134058,,25.5668788859,-100.2603305258,,,false,Coa Elegante,Trogon elegans,Coa Elegante,Aves,20781
268134065,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/268134065,,25.5661654929,-100.2602314801,,,false,Carbonero cresta negra,Baeolophus atricristatus,Carbonero cresta negra,Aves,13631
268134067,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/268134067,,25.5673908753,-100.2603491708,,,false,Tecolote bajeño,Glaucidium brasilianum,Tecolote bajeño,Aves,19822
268134072,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/268134072,,25.567932856,-100.2616366311,,,false,Aguililla Negra Menor,Buteogallus anthracinus,Aguililla Negra Menor,Aves,5233
268274040,Monterrey,research,,https://www.inaturalist.org/observations/268274040,,25.667226495,-100.3102446715,,,false,Inca Dove,Columbina inca,Tortolita Cola Larga,Aves,3544
268287919,Monterrey,research,,https://www.inaturalist.org/observations/268287919,,25.6694340218,-100.3202084835,,,false,Great-tailed Grackle,Quiscalus mexicanus,Zanate mayor,Aves,9607
268288287,Monterrey,research,,https://www.inaturalist.org/observations/268288287,,25.6670186506,-100.3106814233,,,false,Feral Pigeon,Columba livia domestica,Paloma Doméstica,Aves,122767
268288585,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/268288585,,25.6323247,-100.2760810997,,,false,Maullador gris,Dumetella carolinensis,Maullador gris,Aves,14995
268304889,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/268304889,,25.7913407442,-100.2101191818,,,true,Colibrí pico ancho norteño,Cynanthus latirostris,Colibrí pico ancho norteño,Aves,6141
268409036,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/268409036,,25.6414039323,-100.2244725965,,,true,Loro tamaulipeco,Amazona viridigenalis,Loro tamaulipeco,Aves,18976
268436760,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/268436760,,25.652095,-100.2908283333,,,false,Zanate mexicano,Quiscalus mexicanus,Zanate mayor,Aves,9607
268437390,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/268437390,,25.6349131132,-100.3532556268,,,true,Pato real,Cairina moschata,Pato real,Aves,7120
268475446,Monterrey,research,CC-BY-NC,https://www.inaturalist.org/observations/268475446,,25.5986611111,-100.3351722222,,,false,Chara pecho gris,Aphelocoma wollweberi,Chara pecho gris,Aves,144207
268487347,Monterrey,research,CC-BY,https://www.inaturalist.org/observations/268487347,,25.5986533333,-100.3350616667,,,false,Chara pecho gris,Aphelocoma wollweberi,Chara pecho gris,Aves,144207
268596243,Monterrey,research,,https://www.inaturalist.org/observations/268596243,,25.7876485281,-100.3812902861,,,true,Pato real doméstico,Cairina moschata domestica,Pato real doméstico,Aves,204094
